date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,implied_win_prob,implied_opp_score,proj_FP/60,proj_FP,proj_value
21_03_31,Philipp Grubauer,G,COL,ARI,0.0,0.0,0.0,0.0,0.0,22.57927399472924,1.7342514664626372,0.4230213380940237,0.2186517044971521,58.81499999999999,0.0,0.0,3.5,5.5,17.4,8600,0.7324930721026469,2.0,25.350684996225905,24.850008967550437,2.889535926459353
21_03_31,Marc-Andre Fleury,G,VGK,LAK,0.0,0.0,0.0,0.0,0.0,25.455223880596996,2.1828358208955203,0.2384328358208953,0.2045149253731341,59.55555555555561,0.0,0.0,3.2,5.5,15.6,8400,0.6443821007008639,2.3,23.55632688610032,23.38183557583293,2.7835518542658253
21_03_31,Thatcher Demko,G,VAN,CGY,0.0,0.0,0.0,0.0,0.0,30.826383342311065,2.808477441164999,0.3156193695785427,0.1601500826569088,59.818888888888864,0.0,0.0,2.7,5.5,17.8,7700,0.4836404017756313,2.8,20.217822929510827,20.156795056593964,2.61776559176545
21_03_31,Connor Hellebuyck,G,WPG,TOR,0.0,0.0,0.0,0.0,0.0,29.395882551468123,2.531218359770504,0.5234559568005404,0.2980087748903141,59.25999999999997,0.0,0.0,2.8,6.0,19.8,8000,0.4401984971260817,3.2,20.158161049750845,19.90954373013724,2.488692966267155
21_03_31,Robin Lehner,G,VGK,LAK,0.0,0.0,0.0,0.0,0.0,29.47533896639812,2.8296325407742184,0.0933105016421974,-0.1357549897538107,59.37166666666667,0.0,0.0,3.2,5.5,18.9,8400,0.6443821007008639,2.3,20.003835869630826,19.794351255107195,2.3564703875127613
21_03_31,Auston Matthews,C,TOR,WPG,1.6134815346002127,1.5059160989601983,9.25062746504122,2.904266762280382,1.0466116887773382,0.0,0.0,0.0,0.0,22.085555555555587,0.946047745008447,0.8118920538870288,3.2,6.0,19.7,8400,0.5598015028739183,2.8,48.627613802480646,17.899464436146463,2.1308886233507693
21_03_31,Jack Campbell,G,TOR,WPG,0.0,0.0,0.0,0.0,0.0,26.131836791020763,2.484014904089426,0.091080546483279,-0.1530153180919086,60.38611111111107,0.0,0.0,3.2,6.0,15.7,8200,0.5598015028739183,2.8,17.665028603426023,17.77870633379065,2.1681349187549577
21_03_31,Mitchell Marner,W,TOR,WPG,1.1310795525952029,1.8097272841523244,8.3699886892045,2.375267060449926,0.9738594947844696,0.0,0.0,0.0,0.0,22.524444444444374,0.9824238420048814,0.8361427852179849,3.2,6.0,16.5,7400,0.5598015028739183,2.8,45.972046553096725,17.258246809710627,2.3321955148257607
21_03_31,Nathan MacKinnon,C,COL,ARI,0.859159251304081,2.209266646210493,9.941699907947225,1.3501073949064128,1.0629027308990484,0.0,0.0,0.0,0.0,20.285555555555558,0.7570088775860853,0.7955413615137498,3.5,5.5,17.4,9000,0.7324930721026469,2.0,48.66478939982976,16.453204816160962,1.8281338684623292
21_03_31,Antti Raanta,G,ARI,COL,0.0,0.0,0.0,0.0,0.0,31.775908106201808,2.8293616806892024,0.3047004886896063,0.2143785581137588,55.13611111111114,0.0,0.0,2.1,5.5,16.0,6800,0.2958146438738933,3.4,17.38124709590563,15.97223951882551,2.3488587527684577
21_03_31,Kaapo Kahkonen,G,MIN,SJS,0.0,0.0,0.0,0.0,0.0,25.78295351399561,2.3597599605177377,0.1590250323381497,-0.2897051700260518,54.52434352795799,0.0,0.0,3.0,5.5,15.6,8300,0.581316185501215,2.5,17.258014926579076,15.683032241123735,1.8895219567618957
