date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,proj_FP/60,proj_FP,proj_value
21_03_18,Aleksander Barkov,C,FLA,NSH,1.0086505796238625,1.7651385143417595,9.07785521661476,2.521626449059656,1.0061289531748028,20.91111111111104,1.0014297187467724,0.5747721549346442,3.8,17.2,7400,49.23252221683226,17.15844570594037,2.318708879181131
21_03_18,Connor McDavid,C,EDM,WPG,1.029944688155636,2.51764257104711,8.811748998664886,1.029944688155636,1.060843028800305,22.274444444444462,0.9548085819843056,0.5826788612978447,3.5,21.6,9100,45.54565325340246,16.908402051314074,1.858066159485063
21_03_18,David Pastrnak,W,BOS,BUF,1.6336409015277682,2.04205112690971,13.069127212222146,1.6336409015277682,0.9366207835425872,18.155555555555456,0.6990246302704421,0.7082474958775046,3.4,18.0,8400,54.90953554587744,16.61521871888208,1.978002228438343
21_03_18,Nathan MacKinnon,C,COL,MIN,0.6042296072507551,2.054380664652568,10.39274924471299,0.8459214501510574,1.0779456193353474,20.393333333333324,0.8006804503557358,0.8676759270269168,3.0,16.0,8600,48.79527090791178,16.584970411922452,1.9284849316188897
21_03_18,Bryan Rust,W,PIT,NJD,0.8676789587852515,1.1155872327238947,9.296560272699123,1.6114037806011814,1.0957545708088037,19.753888888888856,0.7985953591581715,0.7985953591581715,3.1,11.8,5600,46.731837774432435,15.385592182828622,2.747427175505111
21_03_18,Gabriel Landeskog,W,COL,MIN,0.7481815032906189,1.6210599237963412,8.229996536196808,2.119847592656753,0.8928299272601385,20.33666666666653,0.8932382963933402,0.9293811577186528,3.0,12.7,6300,45.01058955061518,15.256089269350076,2.4216014713254093
21_03_18,Ryan Nugent-Hopkins,C,EDM,WPG,0.700062227753582,0.4200373366521491,7.140634723086536,1.8201617921593127,0.786869943995026,21.0616666666666,1.091795124386945,0.6740032228996045,3.5,13.9,5400,42.57907778688044,14.946439055355734,2.767859084325136
21_03_18,Patrice Bergeron,C,BOS,BUF,0.776163166745717,1.552326333491434,10.09012116769432,3.2598853003320114,0.6426631020654536,17.9883333333334,0.8460034710090089,0.8062333897032158,3.4,12.4,7400,49.60839977305702,14.872873854183513,2.0098478181329074
21_03_18,Mikko Rantanen,W,COL,MIN,1.1469026548672656,1.4017699115044358,8.283185840708029,1.656637168141606,0.708530973451333,19.7522222222221,0.985387773297743,0.9908141423215884,3.0,15.2,8100,44.88055052324045,14.774843456511862,1.8240547477175137
21_03_18,Patrick Kane,W,CHI,TBL,1.1101859561476504,1.998334721065771,9.325562031640263,0.9991673605328856,0.6494587843463756,21.969444444444505,0.7578728562447405,0.8075015751335387,2.4,15.0,8200,39.67679728426869,14.527953227837125,1.771701613150869
21_03_18,Sidney Crosby,C,PIT,NJD,0.968653302838693,1.331898291403203,7.143818108435361,2.0583882685322226,0.7591820260998259,20.232777777777773,0.9668816315126604,0.9668816315126604,3.1,15.5,8000,42.887824469348764,14.462330364344558,1.8077912955430697
21_03_18,Jake Guentzel,W,PIT,NJD,1.066772026866853,1.3038324772817094,7.230343737653116,2.0150138285262784,0.8380086922165171,20.228333333333303,0.9274682984543148,0.9274682984543148,3.1,15.3,7300,42.814942871342154,14.434582267485526,1.977340036641853
21_03_18,Alex DeBrincat,W,CHI,TBL,1.4908890115958011,1.2424075096631677,10.684704583103244,1.6151297625621182,0.9765323025952498,19.98722222222225,0.5943360971203033,0.6984770690505805,2.4,13.5,7100,43.30219434268722,14.424843017285745,2.031668030603626
21_03_18,Darnell Nurse,D,EDM,WPG,0.7528034085265449,0.8469038345923631,6.304728546409814,4.046318320830179,0.2427790992498107,25.472222222222204,0.2841869716558924,0.838738040783385,3.5,13.1,5700,31.809920309363033,13.50448931652124,2.3692086520212703
21_03_18,Filip Forsberg,W,NSH,FLA,1.0469681547186287,1.4395812127381145,11.124036643885432,1.5704522320779433,0.8833793805438431,18.4822222222222,0.5434081661531638,0.5873709403168742,2.7,14.3,7200,43.67531442152689,13.453614446068103,1.8685575619539032
21_03_18,Brayden Point,C,TBL,CHI,1.2044609665427544,1.2044609665427544,7.895910780669166,1.6059479553903393,0.8176951672862478,18.642777777777734,0.6455688860523097,0.77498634580833,3.6,14.0,7500,42.59221875823034,13.233954489536409,1.7645272652715212
21_03_18,Patric Hornqvist,W,FLA,NSH,0.8064516129032242,1.4516129032258034,10.64516129032256,2.258064516129028,0.7822580645161276,16.357777777777798,0.4038153217845128,0.6867075992639817,3.8,10.6,6300,48.09552571781458,13.112265363290133,2.081311962427005
21_03_18,Dougie Hamilton,D,CAR,CBJ,0.2287239111788802,0.800533689126081,8.23406080243969,3.430858667683204,0.3350805298770595,22.32888888888896,0.2374670184696568,0.7192596016097567,3.2,14.0,6400,35.004590846599825,13.026893660245785,2.035452134413404
21_03_18,Kris Letang,D,PIT,NJD,0.5176429988784421,1.0352859977568842,6.004658786989929,3.830558191700472,0.3136916573203359,24.544999999999938,0.1689831748354062,0.8976484297083821,3.1,12.6,6100,31.537845644131725,12.90160702225352,2.1150175446317245
21_03_18,Brad Marchand,W,BOS,BUF,1.2998996990972993,1.5887662988966993,7.654964894684097,1.1554663991975995,0.7553861584754306,18.772777777777694,0.7896419428040204,0.7686590375665568,3.4,13.7,7500,41.163307328346704,12.879160351223678,1.717221380163157
21_03_18,Viktor Arvidsson,W,NSH,FLA,0.2759149262310766,1.3795746311553831,11.174554512358606,2.8971067254263048,0.8374018011113177,17.063888888888993,0.6415913660771412,0.5346221657929185,2.7,11.3,5100,45.11432428539536,12.830430281721545,2.515770643474813
21_03_18,Nazem Kadri,C,COL,MIN,1.0770611616873964,1.5386588024105663,9.231952814463398,1.3847929221695094,1.0016668803692783,17.06444444444444,0.6463518319983685,0.8931021733489396,3.0,10.8,6700,45.10461564029881,12.82808679636498,1.914639820352982
