date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,ppg_projection,salary,proj_FP/60,proj_FP,proj_value
21_03_13,Auston Matthews,C,TOR,WPG,1.6433853738701694,1.4242673240208137,10.079430293070374,3.067652697890983,1.0550534100246485,21.92888888888893,0.8591165077448788,0.7033472223110985,3.7,21.7,8800,51.663397982312325,18.882015232942926,2.1456835491980595
21_03_13,Patrick Kane,W,CHI,FLA,1.1016248967226616,1.872762324428525,10.245111539520757,1.1016248967226616,0.6962269347287222,22.09722222222228,0.8012385107408357,0.816828915255161,2.7,15.1,8400,44.65668827309552,16.446479407984988,1.9579142152363083
21_03_13,Connor McDavid,C,EDM,VAN,1.3744829780464534,2.176264715240217,9.048679605472485,1.03086223353484,1.0995863824371628,22.35000000000001,0.7339989665629141,0.5897593742923386,3.4,21.0,9000,43.80863978880602,16.31871832133025,1.81319092459225
21_03_13,David Pastrnak,W,BOS,NYR,2.05198358413134,2.05198358413134,13.816689466484354,1.7783857729138275,0.960328317373467,17.772777777777687,0.6693055017085792,0.551037147376925,3.1,17.9,8600,53.71213109162564,15.910229497705437,1.8500266857797019
21_03_13,Mitchell Marner,W,TOR,WPG,1.2678085481030923,1.498319193212746,6.800064030734769,1.498319193212746,0.9450936449495784,22.53944444444438,0.914096390282414,0.740000477336122,3.7,18.1,7600,42.06804406189255,15.80317236699109,2.0793647851304065
21_03_13,Bryan Rust,W,PIT,BUF,0.8823220475473561,1.1344140611323148,9.201358495850997,1.5125520815097533,1.0902979587549473,19.53999999999998,0.7788066000286789,0.6541203540149905,3.6,12.9,5500,46.54297972475034,15.157497063693679,2.7559085570352146
21_03_13,Evander Kane,W,SJS,ANA,1.1669367909238246,1.4262560777957858,10.502431118314425,1.1669367909238246,0.9750405186385736,19.38333333333333,0.755167634344601,0.782095515207038,2.8,13.2,6700,46.52141510834576,15.029001603057251,2.2431345676204852
21_03_13,Alex DeBrincat,W,CHI,FLA,1.4971408767977812,1.247617397331484,10.729509617050764,1.6219026165309296,0.9893605960838672,19.72277777777779,0.6546716800632633,0.719117694803446,2.7,14.7,7400,45.70139878216836,15.022642205238519,2.0300867844916914
21_03_13,Ryan Nugent-Hopkins,C,EDM,VAN,0.6890743434652826,0.5512594747722261,7.855447515504223,1.6537784243166784,0.8434269964015061,21.26444444444437,0.8921292160300018,0.6751458363042242,3.4,12.9,5700,42.17050343991026,14.9455387932037,2.6220243496848594
21_03_13,Mathew Barzal,C,NYI,NJD,1.0777726032865418,1.4370301377153891,9.34069589515003,0.838267580333977,0.8538354068258938,19.58888888888888,0.8765263585051781,0.8503156151751081,3.1,12.5,6900,45.65032285747259,14.903985036615582,2.1599978313935626
21_03_13,Aleksander Barkov,C,FLA,CHI,0.7498177526295734,1.3746658798208846,8.37296490436357,2.4993925087652444,0.8985316069011053,20.79944444444436,0.7695678647238089,0.6264624073858914,3.3,15.2,7200,42.65010785163855,14.784975813495272,2.0534688629854543
21_03_13,Sidney Crosby,C,PIT,BUF,1.1045203518101885,1.3499693188791189,7.608917979136853,1.963591736551446,0.7952546533033357,20.10777777777775,0.9263282527544846,0.7524681224988609,3.6,15.4,8100,43.58299998308148,14.60595464247823,1.803204276849164
21_03_13,Zach Hyman,W,TOR,WPG,0.6204970871108985,0.8686959219552579,7.073666793064242,2.1096900961770544,0.7731393705401793,19.82277777777773,1.000073527487113,0.8324667905470813,3.7,10.4,4900,44.116550424329915,14.575209589726963,2.974532569332033
21_03_13,Jake Guentzel,W,PIT,BUF,0.9529481834425272,1.4294222751637908,7.1471113758189535,2.144133412745686,0.7623585467540219,20.256111111111085,0.9427763060291414,0.7634334913486321,3.6,16.2,7400,42.64892123748485,14.39835478925864,1.9457236201700865
21_03_13,Max Pacioretty,W,VGK,STL,1.3326423336047988,1.4659065669652784,12.393573702524629,2.1322277337676785,0.9981491078699944,17.79222222222221,0.5150575612005621,0.5942211334517727,2.8,15.1,7900,48.5186443201375,14.387575027747431,1.8212120288287887
21_03_13,Alex Ovechkin,W,WSH,PHI,1.5085379055068595,0.8799804448790014,10.05691937004573,2.388518350385861,0.9453504207842988,19.775000000000027,0.5522773822685311,0.6010135855446763,2.9,16.5,8000,43.332171674462984,14.281561581041778,1.7851951976302223
21_03_13,Patrice Bergeron,C,BOS,NYR,0.7712743165652577,1.5425486331305154,9.8723112520353,3.547861856200186,0.649412974547947,17.6127777777778,0.8247631731213392,0.6546755949854317,3.1,15.0,7600,46.016920692458235,13.508096636231532,1.7773811363462542
21_03_13,Darnell Nurse,D,EDM,VAN,0.7517226978492394,0.8456880350803943,6.577573606180845,4.228440175401972,0.2565253706410529,25.5094444444444,0.2922884012539185,0.777536882897659,3.4,13.1,5400,31.195381771916427,13.26294763723226,2.4561014143022706
21_03_13,Tyler Toffoli,W,MTL,CGY,1.721870142293438,1.004424249671172,10.90517756785844,0.860935071146719,0.94989836183188,17.567222222222203,0.8787692934560178,0.5177523838792306,2.8,11.6,6700,45.25432600872777,13.249880025203511,1.9775940336124644
21_03_13,Filip Forsberg,W,NSH,TBL,1.0544429392596926,1.4498590414820771,11.20345622963423,1.9770805111119232,0.912093142459634,18.443333333333342,0.7328804874223466,0.599219095791166,2.0,14.9,7500,42.998538087666375,13.217272846614343,1.7623030462152456
21_03_13,Timo Meier,W,SJS,ANA,0.8600095556617295,1.0033444816053512,12.326803631151456,1.2900143334925942,0.9273769708552316,16.097222222222218,0.7208914402880411,0.6209599139708395,2.8,13.0,5500,49.06619198621158,13.16382326667111,2.3934224121220202
21_03_13,John Tavares,C,TOR,WPG,0.3867502238137883,1.5470008952551533,7.863921217547029,1.9337511190689411,0.747717099373324,18.11111111111106,0.7464612249574126,0.8057926591948733,3.7,13.8,7300,43.60606487542251,13.16257143461824,1.8030919773449645
21_03_13,Jordan Eberle,W,NYI,NJD,1.195263216143425,0.7968421440956166,8.632456561035845,1.460877264175297,0.8765263585051781,17.749444444444528,0.8538354068258938,0.8389701393354658,3.1,10.4,5700,44.244513441857045,13.088592221795347,2.29624424943778
21_03_13,Brendan Gallagher,W,MTL,CGY,1.3570112246607515,1.206232199698446,12.816217121795988,1.206232199698446,1.233372424191661,15.11833333333329,0.7370322622761273,0.5808430843455286,2.8,11.5,6400,51.48995469522573,12.974038306677533,2.027193485418364
21_03_13,Logan Couture,C,SJS,ANA,1.7898118402937169,0.6883891693437373,7.434603028912362,2.6158788435062013,0.7572280862781108,19.101666666666627,0.8640738505248323,0.8546996593271924,2.8,12.2,7600,40.54871490187256,12.90913393028779,1.6985702539852356
21_03_13,Sean Couturier,C,PHI,WSH,1.79275428476574,1.49396190397145,8.515582852637266,0.746980951985725,1.002448437564843,18.489999999999984,0.6949930958508157,0.7048959907850864,3.1,13.2,7700,41.26025437397639,12.715035056247046,1.6513032540580581
21_03_13,Patric Hornqvist,W,FLA,CHI,0.965449425646984,1.2872659008626457,11.102668394940316,2.2527153265096294,0.8383319179367977,16.356111111111126,0.3797216567375405,0.6565622518680453,3.3,11.7,6300,46.41225884568818,12.6520677099621,2.008264715867
21_03_13,Leon Draisaitl,W,EDM,VAN,0.7323523428493942,2.4411744761646474,5.004407676137528,1.0985285142740913,0.561470129517869,21.758333333333308,1.0030570930225609,0.76913145859877,3.4,19.4,8200,34.78945592476937,12.616009641607322,1.5385377611716247
