date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,implied_win_prob,implied_opp_score,proj_FP/60,proj_FP,proj_value
21_03_25,Andrei Vasilevskiy,G,TBL,DAL,0.0,0.0,0.0,0.0,0.0,26.355289935815403,1.856473253340456,0.74689897138858,0.4777103496542138,60.329444444444405,0.0,0.0,3.1,5.5,20.1,8800,0.6131754960593362,2.4,25.231204996358223,25.36974300156969,2.8829253410874647
21_03_25,Philipp Grubauer,G,COL,VGK,0.0,0.0,0.0,0.0,0.0,23.925474306055207,1.6700117393115457,0.5855265649259666,0.4021660923240049,58.68222222222223,0.0,0.0,3.1,5.5,18.3,8200,0.6131754960593362,2.4,24.50974833028898,23.9714416354793,2.92334654091211
21_03_25,Tuukka Rask,G,BOS,NYI,0.0,0.0,0.0,0.0,0.0,25.547074766086627,2.137542018215076,0.3433857822810023,0.2251314415958781,58.01055555555557,0.0,0.0,2.6,5.0,15.8,7800,0.5359570398395171,2.4,21.74365297056893,21.0226898104985,2.6952166423716024
21_03_25,Jack Campbell,G,TOR,OTT,0.0,0.0,0.0,0.0,0.0,26.46692556753717,2.55703045006319,0.0577822465338954,-0.1700259208353706,60.22611111111107,0.0,0.0,4.1,6.5,19.4,8000,0.723908530933717,2.4000000000000004,20.587385043876864,20.664968985662572,2.5831211232078215
21_03_25,Marc-Andre Fleury,G,VGK,COL,0.0,0.0,0.0,0.0,0.0,25.314706211945737,2.017108064696872,0.3718202532591233,0.3079451645437224,59.49111111111117,0.0,0.0,2.4,5.5,18.6,8500,0.3868245039406638,3.1,19.618247955996072,19.451856149258198,2.2884536646186118
21_03_25,Auston Matthews,C,TOR,OTT,1.420420055845573,1.420420055845573,9.72441422848123,3.168629355347817,1.0445550564525907,0.0,0.0,0.0,0.0,22.06111111111113,0.7916037565014336,0.663435299782738,4.1,6.5,21.7,8300,0.723908530933717,2.4000000000000004,52.70612484005866,19.379261272210478,2.3348507556880094
21_03_25,James Reimer,G,CAR,CBJ,0.0,0.0,0.0,0.0,0.0,26.982482303155884,2.6843037950168,0.0585666282549119,-0.0840152226752011,57.37055555555559,0.0,0.0,3.1,5.5,15.8,8400,0.6131754960593362,2.4,19.866658795484277,18.99602086882663,2.261431055812694
21_03_25,Semyon Varlamov,G,NYI,BOS,0.0,0.0,0.0,0.0,0.0,25.89082496921757,2.3842393940524613,0.1423827469124286,-0.0449983209581732,59.55777777777777,0.0,0.0,2.5,5.0,14.0,8300,0.5,2.5,18.543210719549126,18.406540388690228,2.2176554685168948
21_03_25,Mitchell Marner,W,TOR,OTT,1.366310329559116,1.594028717818969,7.856284394964917,2.049465494338674,1.0190397874628403,0.0,0.0,0.0,0.0,22.60333333333326,0.8043613909963085,0.671940389445988,4.1,6.5,10.9,7400,0.723908530933717,2.4000000000000004,47.03859428521724,17.720483769336507,2.3946599688292576
21_03_25,Casey DeSmith,G,PIT,BUF,0.0,0.0,0.0,0.0,0.0,21.96252756572121,2.113969832012905,0.1062766547425748,-0.0666243696787553,48.45945841128778,0.0,0.0,3.8,6.0,17.7,8200,0.7278573435858706,2.2,21.869696263729864,17.663227275995215,2.1540521068286846
21_03_25,Vitek Vanecek,G,WSH,NJD,0.0,0.0,0.0,0.0,0.0,25.466297592214108,2.5146266233172097,0.0795565196821791,-0.2391380627519883,54.07628036357944,0.0,0.0,3.5,6.0,6.7,7900,0.6469478767648194,2.5,18.73564262864161,16.885897726304236,2.1374554083929413
21_03_25,Jordan Binnington,G,STL,MIN,0.0,0.0,0.0,0.0,0.0,26.288835780129737,2.6288835780129736,-0.0006828269033799,-0.1167634004779787,58.580000000000005,0.0,0.0,2.7,5.5,15.8,7300,0.4836404017756313,2.8,17.2702808833782,16.861550902471585,2.3098014934892586
21_03_25,Bryan Rust,W,PIT,BUF,0.9728415079043392,1.0944466963923816,9.485204702067309,1.5808674503445512,1.1163356303202288,0.0,0.0,0.0,0.0,19.878888888888856,0.8161047470800994,0.7013982764333578,3.8,6.0,13.0,5800,0.7278573435858706,2.2,49.87703786987181,16.525001565368058,2.8491382009255273
21_03_25,Nathan MacKinnon,C,COL,VGK,0.867499741815553,2.4785706909015794,10.0382112981514,1.115356810905711,1.06702468243313,0.0,0.0,0.0,0.0,20.065,0.8221701713529036,0.9412902758070752,3.1,5.5,15.7,8900,0.6131754960593362,2.4,49.179026303332634,16.44628604627282,1.84789730856998
21_03_25,Sidney Crosby,C,PIT,BUF,1.1705033164260634,1.5216543113538823,8.076472883339838,1.7557549746390952,0.8720249707374174,0.0,0.0,0.0,0.0,20.48388888888889,0.938260076871505,0.7828351629609616,3.8,6.0,17.3,8200,0.7278573435858706,2.2,46.884229513786,16.006189133359296,1.9519742845560117
21_03_25,Brady Tkachuk,W,OTT,TOR,0.7824386003042852,0.7824386003042852,13.040643338404754,1.5648772006085705,1.2101717018039613,0.0,0.0,0.0,0.0,18.694999999999933,0.6394406746197341,0.6900077110131595,2.4,6.5,12.9,6400,0.276091469066283,4.1,50.01721527054025,15.584530658045775,2.4350829153196525
21_03_25,Alex Ovechkin,W,WSH,NJD,1.6101840701875032,0.8670221916394247,10.156545673490404,2.1056253225528887,1.023086186134521,0.0,0.0,0.0,0.0,20.076111111111192,0.5638050397935628,0.5768283990146411,3.5,6.0,16.9,8300,0.6469478767648194,2.5,46.52176514793459,15.566268769915917,1.8754540686645682
21_03_25,Gabriel Landeskog,W,COL,VGK,0.640546599765137,1.9216397992954104,8.198996476993752,2.4340770791075204,0.8711433756805861,0.0,0.0,0.0,0.0,19.93277777777768,0.9201108247291756,1.0065840447245895,3.1,5.5,12.6,6800,0.6131754960593362,2.4,46.375718646563854,15.406614901111633,2.2656786619281815
21_03_25,Mikko Rantanen,W,COL,VGK,1.7774642920120023,1.5235408217245736,8.50643625462887,1.650502556868288,0.7731969670252211,0.0,0.0,0.0,0.0,19.95388888888879,0.969084029056858,1.0392328476097117,3.1,5.5,14.6,8500,0.6131754960593362,2.4,46.32334525595558,15.405514736649524,1.8124134984293556
