date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,implied_win_prob,implied_opp_score,proj_FP/60,proj_FP,proj_value
21_03_30,Andrei Vasilevskiy,G,TBL,CBJ,0.0,0.0,0.0,0.0,0.0,27.13709714623144,1.959716929776812,0.7503390753162402,0.5048762259763988,60.21277777777773,0.0,0.0,3.3,5.5,20.6,8700,0.6747695450400617,2.2,27.148751643536947,27.245029160939467,3.1316125472344214
21_03_30,Igor Shesterkin,G,NYR,WSH,0.0,0.0,0.0,0.0,0.0,30.628667704732827,2.4067672463783576,0.4169114618535723,0.2521322563954788,55.19599475524469,0.0,0.0,3.0,6.0,18.6,7400,0.5,3.0,21.101326277403533,19.41181157560454,2.6232177804870997
21_03_30,Jaroslav Halak,G,BOS,NJD,0.0,0.0,0.0,0.0,0.0,25.10038819949829,2.369256888871931,0.0576862546855774,-0.1407819310778973,58.24611111111113,0.0,0.0,3.2,5.5,17.4,8100,0.6443821007008639,2.3,19.70232316403969,19.126395069327906,2.361283341892334
21_03_30,James Reimer,G,CAR,CHI,0.0,0.0,0.0,0.0,0.0,26.52928815594525,2.788887059757714,-0.0637957914919577,-0.1990568138902068,57.37055555555558,0.0,0.0,3.3,6.0,15.2,8500,0.5893326442375931,2.7,17.943631915634292,17.157268861405623,2.0185022189888966
21_03_30,Alex Nedeljkovic,G,CAR,CHI,0.0,0.0,0.0,0.0,0.0,23.625720671256506,2.2035725179117795,0.0890035961324634,-0.0512488243482323,51.24135670888681,0.0,0.0,3.3,6.0,16.6,8500,0.5893326442375931,2.7,19.519801388810052,16.670351764177333,1.9612178546090977
21_03_30,Sergei Bobrovsky,G,FLA,DET,0.0,0.0,0.0,0.0,0.0,27.643397527319447,3.0601547078213405,-0.1135657413791475,-0.5440275036126826,58.82055555555554,0.0,0.0,3.3,5.5,17.0,7900,0.6747695450400617,2.2,15.963632056959902,15.64982843791429,1.9809909415081377
21_03_30,David Pastrnak,W,BOS,NJD,1.3426323052250877,1.745421996792614,12.755006899638332,1.4768955357475966,0.8606273076492813,0.0,0.0,0.0,0.0,18.700555555555447,0.4535923318932072,0.5397348901787877,3.2,5.5,18.8,8200,0.6443821007008639,2.3,48.194037015417514,15.020921110888514,1.831819647669331
21_03_30,Kevin Lankinen,G,CHI,CAR,0.0,0.0,0.0,0.0,0.0,28.997866498678384,2.601643376460425,0.2172957401732471,-0.0862621658295891,56.885305684754506,0.0,0.0,2.7,6.0,18.5,7000,0.4106673557624068,3.3,15.83919569415156,15.016958147707646,2.1452797353868065
21_03_30,Anton Khudobin,G,DAL,NSH,0.0,0.0,0.0,0.0,0.0,26.25397045290373,2.457970096676197,0.1047308997714206,-0.2775012616392402,56.14388888888893,0.0,0.0,2.8,5.5,14.8,7300,0.5163595982243688,2.7,15.891053517099223,14.869759049856775,2.036953294500928
21_03_30,Alex Ovechkin,W,WSH,NYR,1.7293439472961785,0.8646719736480892,10.129014548449046,1.976393082624204,1.0413121054076275,0.0,0.0,0.0,0.0,20.321111111111176,0.4786972481483703,0.5236453900933038,3.0,6.0,16.1,8600,0.5,3.0,42.7012102259619,14.462267293011475,1.6816589875594739
21_03_30,Vitek Vanecek,G,WSH,NYR,0.0,0.0,0.0,0.0,0.0,25.45664660848873,2.544878514873611,0.0579430772822881,-0.2417956674053513,54.67083701379209,0.0,0.0,3.0,6.0,19.2,8500,0.5,3.0,15.834262447793229,14.42787302528187,1.6973968265037493
21_03_30,Patrick Kane,W,CHI,CAR,0.8545233362015229,2.136308340503807,8.97249503011599,0.7477079191763326,0.5970981811708141,0.0,0.0,0.0,0.0,22.628888888888927,0.7952404209601523,0.6955605195115485,2.7,6.0,14.2,7900,0.4106673557624068,3.3,37.776446741058045,14.247316932007212,1.803457839494584
21_03_30,Ilya Samsonov,G,WSH,NYR,0.0,0.0,0.0,0.0,0.0,25.573912060120698,2.516680202732572,0.089934307244708,-0.2553690205713933,54.03944444444444,0.0,0.0,3.0,6.0,5.6,8500,0.5,3.0,15.689521253658567,14.130883535783541,1.6624568865627696
21_03_30,Dougie Hamilton,D,CAR,CHI,0.2241105612101966,1.120552806050983,8.404146045382372,3.585768979363145,0.3395275002334478,0.0,0.0,0.0,0.0,22.672222222222267,0.2767232767232768,0.77275208504643,3.3,6.0,14.2,6600,0.5893326442375931,2.7,36.0348060997285,13.616485527128917,2.0631038677468054
21_03_30,Alex DeBrincat,W,CHI,CAR,1.5472097328748986,1.0711451996826222,9.283258397249393,1.5472097328748986,0.8200211584236962,0.0,0.0,0.0,0.0,20.563333333333365,0.6837789323337113,0.6212528604272546,2.7,6.0,13.0,7300,0.4106673557624068,3.3,39.41519816099579,13.508464303065745,1.8504745620638006
21_03_30,Victor Hedman,D,TBL,CBJ,0.4199230141140786,0.8398460282281572,5.668960690540061,3.884287880555227,0.3369882188265481,0.0,0.0,0.0,0.0,25.240000000000027,0.2367340732856918,0.7294907843563234,3.3,5.5,13.2,7000,0.6747695450400617,2.2,31.041099909672376,13.05795602866886,1.8654222898098372
21_03_30,Patrice Bergeron,C,BOS,NJD,0.6148065920929017,1.690718128255479,9.6832038254632,2.766629664418057,0.6317137733754562,0.0,0.0,0.0,0.0,18.30777777777784,0.5680490990301198,0.6160394016033961,3.2,5.5,15.3,7300,0.6443821007008639,2.3,42.465948750333794,12.957619214060228,1.7750163306931819
21_03_30,Sebastian Aho,C,CAR,CHI,1.321877065432909,1.5862524785194911,6.609385327164546,1.4540647719762,0.7309980171843986,0.0,0.0,0.0,0.0,19.72000000000008,0.8265033641909307,0.7936291189774456,3.3,6.0,15.3,7800,0.5893326442375931,2.7,38.44489711475783,12.635556185050458,1.6199431006474947
21_03_30,Pavel Buchnevich,W,NYR,WSH,1.4184956066038836,1.560345167264272,8.369124078962914,2.127743409905825,0.7872650616651556,0.0,0.0,0.0,0.0,19.01388888888889,0.5539172316182671,0.7140730441564662,3.0,6.0,11.7,5800,0.5,3.0,39.515826493114126,12.522492238211397,2.159050385898517
21_03_30,Roman Josi,D,NSH,DAL,0.2908150900718969,0.6785685435010927,7.173438888440123,4.362226351078453,0.3315292026819623,0.0,0.0,0.0,0.0,24.534999999999943,0.1057235691077234,0.5563133315631783,2.7,5.5,14.4,6700,0.4836404017756313,2.8,30.405271441485304,12.433222246947336,1.8557048129772142
21_03_30,Andrei Svechnikov,W,CAR,CHI,0.5467800729040089,0.9568651275820156,9.295261239368152,0.8201701093560134,1.0921931956257576,0.0,0.0,0.0,0.0,17.73722222222225,0.3477417078334504,0.6130315297567661,3.3,6.0,13.1,5700,0.5893326442375931,2.7,41.53211672279242,12.27773972785737,2.1539894259398897
21_03_30,John Carlson,D,WSH,NYR,0.320731743533394,1.496748136489172,6.521545451845678,3.74187034122293,0.2811748284976087,0.0,0.0,0.0,0.0,23.8133333333334,0.1035218093699514,0.6530620689218847,3.0,6.0,14.2,6900,0.5,3.0,29.889100559408398,11.862651910911898,1.7192249146249128
21_03_30,Ondrej Palat,W,TBL,CBJ,0.5817946749626283,1.3090380186659136,7.563330774514169,3.345319381035113,0.6588824693951765,0.0,0.0,0.0,0.0,17.264999999999986,0.7052485781899779,0.7530268893433725,3.3,5.5,11.6,6000,0.6747695450400617,2.2,41.16468528505184,11.845138190773659,1.9741896984622767
21_03_30,Frank Vatrano,W,FLA,DET,1.2674382783963432,0.3168595695990858,12.04066364476526,1.9011574175945147,1.0060291334770972,0.0,0.0,0.0,0.0,13.971666666666628,0.5822242249040704,0.6576611997697287,3.3,5.5,9.0,3600,0.6747695450400617,2.2,50.533403099100205,11.767264393882106,3.2686845538561404
21_03_30,Viktor Arvidsson,W,NSH,DAL,0.4096184480012131,1.0923158613365682,11.332777061366896,2.0480922400060657,0.8683911097625718,0.0,0.0,0.0,0.0,16.605000000000015,0.499703018470115,0.4831454931866354,2.7,5.5,10.8,4700,0.4836404017756313,2.8,42.51854744287566,11.767008004815848,2.503618724428904
21_03_30,Elvis Merzlikins,G,CBJ,TBL,0.0,0.0,0.0,0.0,0.0,28.297566536154985,2.390841056648656,0.5020766218962178,-0.261565148436338,56.0472222222223,0.0,0.0,2.2,5.5,7.9,6800,0.3252304549599383,3.3,12.546047124606385,11.719518186721453,1.723458556870802
21_03_30,Jamie Benn,W,DAL,NSH,0.6856098118381955,1.2340976613087518,9.18717147863182,2.056829435514586,0.6828673725908427,0.0,0.0,0.0,0.0,17.867222222222228,0.6576702632964803,0.6169884355124693,2.8,5.5,12.0,6100,0.5163595982243688,2.7,39.20699131392203,11.675333774509692,1.9139891433622447
21_03_30,Brayden Point,C,TBL,CBJ,1.0812434299444396,1.2163988586874943,7.163237723381911,1.3515542874305495,0.8568854182309684,0.0,0.0,0.0,0.0,18.417777777777744,0.6062471037720819,0.6870259063981085,3.3,5.5,12.8,7400,0.6747695450400617,2.2,37.97747634314573,11.657678664147824,1.5753619816415978
21_03_30,Ryan Strome,C,NYR,WSH,1.411820071375355,1.129456057100284,8.47092042825213,1.129456057100284,0.8682693438958433,0.0,0.0,0.0,0.0,18.378333333333263,0.6240403437329415,0.5309276389482612,3.0,6.0,11.6,5900,0.5,3.0,37.708964222557945,11.550465235615134,1.9577059721381582
21_03_30,Martin Necas,W,CAR,CHI,0.6793991092322796,1.7664376840039273,7.065750736015709,2.4458367932362064,0.6250471804936973,0.0,0.0,0.0,0.0,17.588888888888878,0.8794787825362814,0.6878506278608073,3.3,6.0,13.8,5200,0.5893326442375931,2.7,39.17801147440911,11.484961511849923,2.208646444586524
21_03_30,Carter Verhaeghe,W,FLA,DET,1.1386799746959892,1.391719969072876,8.097279820060368,1.012159977507546,1.08174597596119,0.0,0.0,0.0,0.0,17.090555555555714,0.7621373721413244,0.4948381837911498,3.3,5.5,10.0,5500,0.6747695450400617,2.2,40.25423517246562,11.466120709357142,2.084749219883117
21_03_30,Dylan Larkin,C,DET,FLA,0.469544802399895,1.0564758053997638,9.273509847397928,0.93908960479979,0.5928003130298676,0.0,0.0,0.0,0.0,20.35000000000002,0.5573368143616658,0.5681849572116232,2.3,5.5,11.6,6200,0.3556178992991362,3.2,33.66499826338787,11.418045244332397,1.8416202006987739
21_03_30,Artemi Panarin,W,NYR,WSH,0.6185567010309303,2.350515463917536,6.556701030927862,0.3711340206185582,0.4849484536082494,0.0,0.0,0.0,0.0,20.933333333333252,0.8157007888767385,0.6587012690441258,3.0,6.0,14.7,7600,0.5,3.0,32.36317680577583,11.291152796681747,1.4856779995633878
21_03_30,Mika Zibanejad,C,NYR,WSH,0.4293381037567115,1.717352415026846,5.724508050089486,3.291592128801455,0.5252236135957103,0.0,0.0,0.0,0.0,20.21222222222212,0.6849379556529898,0.6452762157149722,3.0,6.0,15.5,7900,0.5,3.0,33.03410559031298,11.1282113850626,1.4086343525395697
21_03_30,Noel Acciari,C,FLA,DET,0.3278688524590157,0.8196721311475393,6.393442622950809,5.901639344262283,0.5852459016393431,0.0,0.0,0.0,0.0,15.35555555555559,1.0103874093022478,0.7979222770489801,3.3,5.5,9.6,3700,0.6747695450400617,2.2,43.2103335056625,11.05864461200476,2.9888228681093945
21_03_30,Yanni Gourde,C,TBL,CBJ,1.4554275318374823,0.7277137659187412,7.568223165554908,1.4554275318374823,0.9576713159490634,0.0,0.0,0.0,0.0,17.202777777777733,0.750766659386044,0.4747484810134557,3.3,5.5,9.9,4600,0.6747695450400617,2.2,38.42322917715,11.016437883985617,2.394877800866438
21_03_30,Miro Heiskanen,D,DAL,NSH,0.2954613848384556,0.6894098979563963,5.416792055371685,1.7727683090307331,0.2334144940223798,0.0,0.0,0.0,0.0,24.984999999999868,0.1925492878910371,0.6499580171038196,2.8,5.5,11.1,4300,0.5163595982243688,2.7,26.34721564156179,10.971419713406963,2.5514929566062707
21_03_30,Charlie McAvoy,D,BOS,NJD,0.3106751431119284,1.1391421914104038,5.177919051865473,3.8316600983804494,0.2837499640422278,0.0,0.0,0.0,0.0,23.948888888888952,0.2284853700516352,0.4884811666818923,3.2,5.5,12.0,4600,0.6443821007008639,2.3,27.295276685163056,10.894859142074186,2.3684476395813445
21_03_30,Mattias Ekholm,D,NSH,DAL,0.5559502115699406,0.7783302961979169,7.004972665781253,2.8909411001636918,0.2779751057849703,0.0,0.0,0.0,0.0,22.33444444444446,0.2513774419894177,0.5794568973306196,2.7,5.5,11.6,4000,0.4836404017756313,2.8,29.18311264265349,10.86314346722182,2.715785866805455
21_03_30,Alex Killorn,W,TBL,CBJ,1.0590905270236206,1.0590905270236206,6.354543162141723,0.7564932335883003,0.6959737749012365,0.0,0.0,0.0,0.0,18.471111111111096,0.6386215954055269,0.7406631208413526,3.3,5.5,9.8,4800,0.6747695450400617,2.2,35.10724622410689,10.80783076351023,2.251631409064631
21_03_30,Nino Niederreiter,W,CAR,CHI,1.284949434860205,0.999405116002382,8.851873884592525,1.1421772754312935,1.0279595478881642,0.0,0.0,0.0,0.0,15.653888888888844,0.678022598839048,0.4863944441635738,3.3,6.0,10.4,4700,0.5893326442375931,2.7,41.19791653395626,10.748460131271132,2.2869064109087516
21_03_30,Jordan Staal,C,CAR,CHI,0.7433409043980984,1.0406772661573378,4.906049969027451,1.1893454470369575,0.4950650423291335,0.0,0.0,0.0,0.0,18.520000000000024,0.9017350398049164,0.911595606405078,3.3,6.0,10.6,4700,0.5893326442375931,2.7,34.293456230602075,10.585246823179187,2.252180175144508
