date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,implied_win_prob,implied_opp_score,proj_FP/60,proj_FP,proj_value
21_03_29,Philipp Grubauer,G,COL,ANA,0.0,0.0,0.0,0.0,0.0,23.354516568315937,1.7703132092601002,0.4647072174307763,0.2566954153427145,58.74666666666666,0.0,0.0,3.6,5.5,19.0,8100,0.7595737309624251,1.9,26.166439298043954,25.619851454929254,3.1629446240653403
21_03_29,Marc-Andre Fleury,G,VGK,LAK,0.0,0.0,0.0,0.0,0.0,25.455223880596996,2.1828358208955203,0.2384328358208953,0.2045149253731341,59.55555555555561,0.0,0.0,3.2,5.5,15.6,8200,0.6443821007008639,2.3,23.450225423227785,23.276520049722414,2.838600006063709
21_03_29,Connor Hellebuyck,G,WPG,CGY,0.0,0.0,0.0,0.0,0.0,29.395882551468123,2.497468781640231,0.5359433007087413,0.3432332095848803,59.25999999999997,0.0,0.0,3.0,6.0,18.2,8500,0.5,3.0,22.151829123196983,21.87862323067754,2.5739556741973577
21_03_29,Cam Talbot,G,MIN,SJS,0.0,0.0,0.0,0.0,0.0,29.730980106505505,2.445098483133349,0.4362197438749496,0.0474845212666476,56.43944444444443,0.0,0.0,3.0,5.5,20.9,8300,0.581316185501215,2.5,20.581671231858813,19.36030150107193,2.332566445912281
21_03_29,Semyon Varlamov,G,NYI,PIT,0.0,0.0,0.0,0.0,0.0,26.020321280581257,2.4181188624623946,0.151217573934268,-0.0916160526763921,58.72333333333333,0.0,0.0,2.8,5.5,16.6,8300,0.5163595982243688,2.7,17.87549401692289,17.49514322756281,2.1078485816340735
21_03_29,Auston Matthews,C,TOR,EDM,1.5102481121898572,1.5102481121898572,9.27723840345198,2.912621359223296,1.025889967637539,0.0,0.0,0.0,0.0,22.112777777777808,0.6585976761619763,0.6259988322720286,3.6,6.5,21.3,8300,0.5960904848403678,2.9,47.13797160506914,17.372524849968237,2.093075283128703
21_03_29,Robin Lehner,G,VGK,LAK,0.0,0.0,0.0,0.0,0.0,29.536629809481116,3.022352817714346,-0.0868926435092874,-0.3338326066839027,58.23277777777777,0.0,0.0,3.2,5.5,18.0,8200,0.6443821007008639,2.3,17.618883563000665,17.099942186945988,2.0853588032860957
21_03_29,Connor McDavid,C,EDM,TOR,1.334198091355508,2.55721300843139,9.117020290929306,1.1118317427962563,1.0640229778560175,0.0,0.0,0.0,0.0,22.42888888888891,0.8674798231516325,0.8455926093738175,2.9,6.5,20.8,9300,0.4039095151596322,3.6,44.8951947694026,16.78248891879929,1.8045687009461604
21_03_29,Nathan MacKinnon,C,COL,ANA,0.870526461240845,2.114135691584909,9.948873842752514,1.4923310764128772,1.0732347657869274,0.0,0.0,0.0,0.0,19.93611111111112,0.8021157730544692,0.8172337634249321,3.6,5.5,17.7,8900,0.7595737309624251,1.9,50.372603706177316,16.737230407371978,1.8805876862215707
21_03_29,Mitchell Marner,W,TOR,EDM,1.0137354901285986,1.6895591502143312,8.222521197709744,2.252745533619108,0.9484058696536446,0.0,0.0,0.0,0.0,22.664444444444356,0.6973397251539235,0.6518268649333268,3.6,6.5,18.3,7400,0.5960904848403678,2.9,43.94435562907064,16.59957344669962,2.243185600905354
21_03_29,Mikko Rantanen,W,COL,ANA,1.745756841011444,1.4963630065812377,8.105299618981704,1.6210599237963408,0.7020436439210307,0.0,0.0,0.0,0.0,20.04888888888877,0.9877113339874176,0.9409641373802312,3.6,5.5,16.9,8500,0.7595737309624251,1.9,46.17650481993729,15.42979357353599,1.8152698321807048
21_03_29,Gabriel Landeskog,W,COL,ANA,0.7722007722007771,2.059202059202073,7.979407979408031,2.1879021879022016,0.902187902187908,0.0,0.0,0.0,0.0,19.82888888888879,0.8876392048539791,0.8742493846246054,3.6,5.5,15.1,6800,0.7595737309624251,1.9,46.54488429151414,15.382222316043652,2.262091517065243
21_03_29,Jacob Markstrom,G,CGY,WPG,0.0,0.0,0.0,0.0,0.0,28.05816937553467,2.805816937553468,0.0294268605645851,-0.3141146278870833,58.44999999999993,0.0,0.0,3.0,6.0,16.7,7000,0.5,3.0,15.031484488694387,14.6431711394031,2.0918815913432995
21_03_29,Bryan Rust,W,PIT,NYI,1.0926750303520862,1.2140833670578737,8.74140024281669,1.4569000404694483,1.180089032780253,0.0,0.0,0.0,0.0,20.042777777777744,0.7758052114265892,0.7811126798329427,2.8,5.5,14.2,5900,0.5163595982243688,2.7,43.39651229757858,14.496444205182776,2.457024441556403
21_03_29,Max Pacioretty,W,VGK,LAK,1.8889138745221536,1.7539914549134288,12.00809534517655,2.2936811333483296,0.9903305599280434,0.0,0.0,0.0,0.0,17.783333333333303,0.5264252809965441,0.5384170356096821,3.2,5.5,14.1,8200,0.6443821007008639,2.3,48.61346421081899,14.408490642484383,1.7571330051810221
