date,name,position,team,opp,evG/60,evA/60,evSH/60,evBkS/60,evixG/60,SV/60,GA/60,GSAA/60,xGSAA/60,mean_TOI,lmevixG/60,pplmevixG/60,implied_team_score,over_under,ppg_projection,salary,implied_win_prob,proj_FP/60,proj_FP,proj_value
21_03_24,Connor Brown,W,OTT,CGY,0.829620525426332,0.6913504378552767,7.328314641265933,1.5209709632816086,0.5475495467813792,0.0,0.0,0.0,0.0,17.77333333333335,0.802991999734285,0.6750038623387112,2.6,6.0,7.8,4200,0.3815734245561414,34.1843017245044,10.126149821947648,2.410988052844678
21_03_24,Nils Hoglander,W,VAN,WPG,0.5727923627684949,1.1455847255369898,8.591885441527422,1.0023866348448662,0.734606205250595,0.0,0.0,0.0,0.0,15.082222222222258,0.7160870955138006,0.7933459237177316,2.8,6.0,10.1,3700,0.4401984971260817,39.486957843461596,9.925851217910168,2.6826624913270725
21_03_24,Kasperi Kapanen,W,PIT,BUF,0.8521382357582465,1.846299510809534,6.249013728893808,0.8521382357582465,0.462995108095314,0.0,0.0,0.0,0.0,15.942222222222195,0.6248401309048142,0.9210935509105984,3.7,6.0,7.9,4700,0.7017745917701552,37.300544087053076,9.910892714093272,2.108700577466654
21_03_24,Noah Hanifin,D,CGY,OTT,0.3140630452483426,0.4187507269977902,5.3390717692218255,2.9312550889845315,0.3119692916133537,0.0,0.0,0.0,0.0,20.122222222222216,0.1069756273262091,0.6478894844762263,3.4,6.0,10.6,3900,0.6184265754438586,29.521385269059515,9.900597911530884,2.538614849110483
21_03_24,Tyler Myers,D,VAN,WPG,0.3383458646616523,0.3383458646616523,5.864661654135307,2.481203007518783,0.1883458646616531,0.0,0.0,0.0,0.0,21.993333333333428,0.1767946363752825,0.7737660175620195,2.8,6.0,9.7,4400,0.4401984971260817,26.997278137385088,9.896002286137087,2.2490914286675197
21_03_24,Drew Doughty,D,LAK,SJS,0.1910523801942368,0.6686833306798291,2.865785702913553,2.865785702913553,0.2416812609457095,0.0,0.0,0.0,0.0,26.43222222222219,0.0718373096223261,0.7140758854099418,2.8,5.5,11.7,6600,0.5163595982243688,22.14151732472626,9.754158437739116,1.4779027935968356
21_03_24,Paul Stastny,W,WPG,VAN,1.180585920419761,0.9182334936598142,4.984696108438991,1.3117621337997345,0.7332750327940516,0.0,0.0,0.0,0.0,18.010555555555584,0.7031856685375393,0.7208013647089806,3.2,6.0,9.6,5300,0.5598015028739183,32.29344488387897,9.69371471935624,1.8290027772370263
21_03_24,Rasmus Ristolainen,D,BUF,PIT,0.3206460423965315,0.2137640282643543,5.344100706608858,2.885814381568783,0.2789620568849822,0.0,0.0,0.0,0.0,22.693888888888928,0.145043488186248,0.6940407699712541,2.3,6.0,10.1,4000,0.2982254082298447,25.460053175492597,9.62979363116388,2.40744840779097
21_03_24,Adrian Kempe,W,LAK,SJS,1.1157354113167497,0.1593907730452499,6.694412467900497,1.2751261843619994,0.6821925086336696,0.0,0.0,0.0,0.0,17.01333333333327,0.6823164711009677,0.7247036776686991,2.8,5.5,9.3,5000,0.5163595982243688,33.859002688537664,9.600908317905313,1.9201816635810627
21_03_24,Nick Bjugstad,C,MIN,ANA,0.9078071414161752,1.0893685696994104,9.259632842444985,2.7234214242485257,0.8769416986080253,0.0,0.0,0.0,0.0,12.462777777777823,0.602785402816814,0.7856053805983807,3.3,5.5,6.1,3400,0.6747695450400617,45.496333351203894,9.450178204329266,2.7794641777439018
21_03_24,Neal Pionk,D,WPG,VAN,0.2044931693601066,1.2269590161606396,4.601096310602399,3.680877048481919,0.1615496037944842,0.0,0.0,0.0,0.0,22.366666666666674,0.0797707330044018,0.6991626764130375,3.2,6.0,11.4,4800,0.5598015028739183,25.142020336590186,9.372386469917789,1.952580514566206
21_03_24,Mats Zuccarello,W,MIN,ANA,0.912740333826328,2.5860976125079294,5.628565391929024,1.977604056623711,0.5537291358546389,0.0,0.0,0.0,0.0,15.844444444444417,0.6465298508608807,0.8933429015161761,3.3,5.5,11.9,5400,0.6747695450400617,35.329135846362455,9.329508836465328,1.7276868215676533
21_03_24,Ryan Donato,W,SJS,LAK,0.6784132667483245,1.0176199001224866,8.988975784415299,2.2048431169320546,0.7869593894280567,0.0,0.0,0.0,0.0,13.636111111111164,0.538464320488043,0.796179022926295,2.8,5.5,6.7,3100,0.5163595982243688,40.70126099402317,9.250115287947246,2.9839081574023374
